1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 
1 146 10731 529396 19720001 591600030 888600755 295330680 23199255 396965030 152957965 260131140 653382415 479570890 803697965 239444960 596914910 276483260 392598410 915059960 799244670 317838820 594503770 342462320 578172170 131570756 749946126 332990136 343117626 58705756 9116910 471115360 12106835 641061110 51468785 836125180 759407155 843570330 88772905 85492680 270403645 421831170 806724495 666609420 795208645 135325390 105372815 26203840 709527940 584661640 180180396 339516816 863169476 488821816 782880396 483201440 698633740 510947640 788316740 403671440 295877420 507389320 887574020 136752320 696581795 250495030 285673505 545713180 650542755 713277530 190780985 453643560 242231285 901457810 59719735 441844556 179574301 504746686 661006551 798297056 182710470 361636620 757213570 802948120 641370470 382531860 597265810 926042160 429179810 499191860 81223190 694161240 483871890 206037740 140883190 724336480 682969705 642048130 173649955 660308980 567757001 422457646 954382731 569775896 883405751 627156550 98266925 371619300 676108175 896619050 623980525 619270400 608504400 353930400 883052400 213857600 231179600 885205600 845839600 809257600 328777200 879791200 704133200 761851200 209177200 891822752 497491792 805651712 585491542 235850252 114298610 477453560 600413910 864023060 7928610 572000080 203911930 821190980 604326430 652005080 291581770 307747420 269883870 123961920 832118020 664236040 15703340 99220240 777510340 191866040 644003212 686257952 84332972 92360952 705298212 268319120 735667020 892811720 699506020 802829120 499143010 662967460 639080310 882433960 241903010 151454140 331941190 680033840 897920190 336964140 124374730 680131080 724427630 926982580 366134730 755217792 553550632 374255952 364520632 28517792 23712680 672543280 560009080 244169280 376802680 401864240 317296040 803969440 237882040 526204240 927781160 925311360 420989210 519659860 629714910 559502920 682604570 819547020 146993070 27967920 823244662 
1 147 10878 540274 20260275 611860305 500461060 795791740 818990995 215956025 368913990 629045130 282427545 761998435 565696400 805141360 402056270 678539530 71137940 986197900 785442570 103281390 697785160 40247480 618419650 749990406 499936532 832926668 176044294 234750050 243866960 714982320 727089155 368150265 419619050 255744230 15151385 858721715 947494620 32987300 303390945 725222115 531946610 198556030 993764675 129090065 234462880 260666720 970194660 554856300 735036696 74553512 937722988 426544804 209425200 692626640 391260380 902208020 690524760 94196200 390073620 897462940 785036960 921789280 618371075 868866105 154539610 700252790 350795545 64073075 254854060 708497620 950728905 852186715 911906450 353751006 533325307 38071993 699078544 497375600 680086070 41722690 798936260 601884380 243254850 625786710 223052520 149094680 578274490 77466350 158689540 852850780 336722670 542760410 683643600 407980080 90949785 732997915 906647870 566956850 134713851 557171497 511554228 81330124 964735875 591892425 690159350 61778650 737886825 634505875 258486400 877756800 486261200 840191600 723244000 937101600 168281200 53486800 899326400 708584000 37361200 917152400 621285600 383136800 592314000 484136752 981628544 787280256 372771798 608622050 722920660 200374220 800788130 664811190 672739800 244739880 448651810 269842790 874169220 526174300 817756070 125503490 395387360 519349280 351467300 15703340 31406680 130626920 908137260 100003300 744006512 430264464 514597436 606958388 312256600 580575720 316242740 209054460 908560480 711389600 210532610 873500070 512580380 395014340 636917350 788371490 120312680 800346520 698266710 35230850 159605580 839736660 564164290 491146870 857281600 612499392 166050024 540305976 904826608 933344400 957057080 629600360 189609440 433778720 810581400 212445640 529741680 333711120 571593160 97797400 25578560 950889920 371879130 891538990 521253900 80756820 763361390 582908410 729901480 757869400 581114062 
1 148 11026 551300 20811575 632671880 133132940 928924680 747915675 963871700 332785690 961830820 244258365 6256800 571953200 377094560 779150830 457690360 528828300 515026200 300468770 403750160 101535320 141782800 760202450 510192856 10129388 843056056 19100350 253850400 497717360 212699680 939788835 307939100 727558150 983302380 998453765 857175480 804670100 837657400 141048345 866270460 398217070 596773100 590537775 719627840 954090720 214757440 184952100 739808400 474845096 549398608 487121596 913666400 123091600 815718240 206978620 109186640 799711400 893907600 283981220 181444160 966481120 888270400 506641475 375507580 530047190 230299980 581095525 645168600 900022660 608520280 559249185 411435900 323342350 677093356 210418663 248490656 947569200 444944800 125030870 166753560 965689820 567574200 810829050 436615760 659668280 808762960 387037450 464503800 623193340 476044120 812766790 355527200 39170800 447150880 538100665 271098580 177746450 744703300 879417151 436588648 948142876 29473000 994208875 586101300 276260650 338039300 75926125 710432000 968918400 846675200 332936400 173128000 896372000 833473600 1754800 55241600 954568000 663152000 700513200 617665600 238951200 622088000 214402000 698538752 680167296 467447552 840219350 448841400 171762060 372136280 172924410 837735600 510475400 755215280 203867090 473709880 347879100 874053400 691809470 817312960 212700320 732049600 83516900 99220240 130626920 261253840 169391100 269394400 13400912 443665376 958262812 565221200 877477800 458053520 774296260 983350720 891911200 603300800 813833410 687333480 199913860 594928200 231845550 20217040 140529720 940876240 639142950 674373800 833979380 673716040 237880330 729027200 586308800 198808192 364858216 905164192 809990800 743335200 700392280 329992640 519602080 953380800 763962200 976407840 506149520 839860640 411453800 509251200 534829760 485719680 857598810 749137800 270391700 351148520 114509910 697418320 427319800 185189200 766303262 
1 149 11175 562475 21374050 654045930 787178870 716103550 464019225 427890925 760676615 722507435 966765800 973022600 544975800 922070360 701221190 158911550 687739850 202766050 503234820 906984980 8520300 150303100 910505550 420698406 430827794 273883850 292984200 546834600 44551960 257251640 197040475 504979575 232537725 215840105 214293870 71469350 876139450 713796850 854845195 721115655 119332725 716105825 306643600 26271440 980362160 195119600 380071700 119880100 594725196 144123804 631245400 544911800 668003400 483721640 690700260 799886900 599598300 493505900 777487120 958931280 925412400 813682800 320324275 695831855 225879045 456179025 37274550 682443150 582465810 190986090 750235275 161671175 485013525 162106881 372525544 621016200 568585400 13530200 138561070 305314630 271004450 838578650 649407700 86023460 745691740 554454700 941492150 405995950 29189290 505233410 318000200 673527400 712698200 159849080 697949745 969048325 146794775 891498075 770915226 207503874 155646750 185119750 179328625 765429925 41690575 379729875 455656000 166088000 135006400 981681600 314618000 487746000 384118000 217591600 219346400 274588000 229156000 892308000 592821200 210486800 449438000 71526000 285928000 984466752 664634048 132081600 972300950 421142350 592904410 965040690 137965100 975700700 486176100 241391380 445258470 918968350 266847450 140900850 832710320 650023280 862723600 594773200 678290100 777510340 908137260 169391100 338782200 608176600 621577512 65242888 23505700 588726900 466204700 924258220 698554480 681905200 573816400 177117200 990950610 678284090 878197950 473126150 704971700 725188740 865718460 806594700 445737650 120111450 954090830 627806870 865687200 594714400 181023200 379831392 744689608 649853800 459844600 203179800 903572080 233564720 753166800 706547600 470509800 446917640 953067160 792927800 204381600 713632800 248462560 734182240 591781050 340918850 611310550 962459070 76968980 774387300 201707100 386896300 153199562 
1 150 11325 573800 21947850 675993780 463172650 179276200 643295425 71186350 831862965 554370400 521136200 494158800 39134600 961204960 662426150 821337700 509077550 711843600 215078420 122063400 130583700 280886800 191392350 612090756 42918550 316802400 609786600 156621200 201173160 458424800 655465275 160444850 392982575 608822680 823116550 894585900 770725350 484522200 339367395 60483050 179815775 895921600 202565200 228836640 209198800 404318400 784390100 904270200 498995396 643119200 274364600 819276400 487279800 971001440 661701700 461588600 61186900 554692800 332179920 291111200 216523600 30206400 350530675 46362530 272241575 728420600 765695150 448138300 30604110 221590200 971825475 133496650 618510175 780617056 153142600 774158800 342744200 356274400 494835470 800150100 71154550 909733200 559140900 645164360 390856100 945310800 886802950 292798900 321988190 827221600 145221800 818749200 531447400 691296480 389246225 358294550 505089325 396587400 167502626 375006500 530653250 715773000 895101625 660531550 702222125 81952000 537608000 703696000 838702400 820384000 135002000 622748000 6866000 224457600 443804000 718392000 947548000 839856000 432677200 643164000 92602000 164128000 450056000 434522752 99156800 231238400 203539350 624681700 217586110 182626800 320591900 296292600 782468700 23860080 469118550 388086900 654934350 795835200 628545520 278568800 141292400 736065600 414355700 191866040 100003300 269394400 608176600 216353200 837930712 903173600 926679300 515406200 981610900 905869120 604423600 286328800 860145200 37262400 28213010 706497100 584695050 57821200 762792900 487981640 353700100 160294800 606032450 726143900 680234730 308041600 173728800 768443200 949466400 329297792 73987400 723841200 183685800 386865600 290437680 524002400 277169200 983716800 454226600 901144240 854211400 647139200 851520800 565153600 813616160 547798400 139579450 480498300 91808850 54267920 131236900 905624200 107331300 494227600 647427162 
1 151 11476 585276 22533126 698526906 161699556 340975756 984271181 55457531 887320496 441690896 962827096 456985896 496120496 457325456 119751606 941089306 450166856 162010456 377088876 499152276 629735976 910622776 102015126 714105882 757024432 73826832 683613432 840234632 41407792 499832592 155297867 315742717 708725292 317547972 140664522 35250422 805975772 290497972 629865367 690348417 870164192 766085792 968650992 197487632 406686432 811004832 595394932 499665132 998660528 641779728 916144328 735420728 222700528 193701968 855403668 316992268 378179168 932871968 265051888 556163088 772686688 802893088 153423763 199786293 472027868 200448468 966143618 414281918 444886028 666476228 638301703 771798353 390308528 170925584 324068184 98226984 440971184 797245584 292081054 92231154 163385704 73118904 632259804 277424164 668280264 613591064 500394014 793192914 115181104 942402704 87624504 906373704 437821104 129117584 518363809 876658359 381747684 778335084 945837710 320844210 851497460 567270460 462372085 122903635 825125760 907077760 444685760 148381760 987084160 807468160 942470160 565218160 572084160 796541760 240345760 958737760 906285760 746141760 178818960 821982960 914584960 78712960 528768960 963291712 62448512 293686912 497226262 121907962 339494072 522120872 842712772 139005372 921474072 945334152 414452702 802539602 457473952 253309152 881854672 160423472 301715872 37781472 452137172 644003212 744006512 13400912 621577512 837930712 675861424 579035024 505714324 21120524 2731424 908600544 513024144 799352944 659498144 696760544 724973554 431470654 16165704 73986904 836779804 324761444 678461544 838756344 444788794 170932694 851167424 159209024 332937824 101381024 50847424 380145216 454132616 177973816 361659616 748525216 38962896 562965296 840134496 823851296 278077896 179222136 33433536 680572736 532093536 97247136 910863296 458661696 598241146 78739446 170548296 224816216 356053116 261677316 369008616 863236216 510663378 
1 152 11628 596904 23130030 721656936 883356492 224332248 208603429 264060960 151381456 593072352 555899448 12885344 509005840 966331296 86082902 27172208 477339064 639349520 16438396 515590672 145326648 55949424 157964550 872070432 629094864 702921696 386535128 226769760 268177552 768010144 923308011 239050728 947776020 265323992 405988514 441238936 247214708 537712680 167578047 857926464 728090656 494176448 462827440 660315072 67001504 878006336 473401268 973066400 971726928 613506656 529650984 265071712 487772240 681474208 536877876 853870144 232049312 164921280 429973168 986136256 758822944 561716032 715139795 914926088 386953956 587402424 553546042 967827960 412713988 79190216 717491919 489290272 879598800 50524384 374592568 472819552 913790736 711036320 3117374 95348528 258734232 331853136 964112940 241537104 909817368 523408432 23802446 816995360 932176464 874579168 962203672 868577376 306398480 435516064 953879873 830538232 212285916 990621000 936458710 257302920 108800380 676070840 138442925 261346560 86472320 993550080 438235840 586617600 573701760 381169920 323640080 888858240 460942400 257484160 497829920 456567680 362853440 108995200 287814160 109797120 24382080 103095040 631864000 595155712 657604224 951291136 448517398 570425360 909919432 432040304 274753076 413758448 335232520 280566672 695019374 497558976 955032928 208342080 90196752 250620224 552336096 590117568 42254740 686257952 430264464 443665376 65242888 903173600 579035024 158070048 663784372 684904896 687636320 596236864 109261008 908613952 568112096 264872640 989846194 421316848 437482552 511469456 348249260 673010704 351472248 190228592 635017386 805950080 657117504 816326528 149264352 250645376 301492800 681638016 135770632 313744448 675404064 423929280 462892176 25857472 865991968 689843264 967921160 147143296 180576832 861149568 393243104 490490240 401353536 860015232 458256378 536995824 707544120 932360336 288413452 550090768 919099384 782335600 292998978 
1 153 11781 608685 23738715 745395651 628752143 853084391 61687820 325748780 477130236 70202588 626102036 638987380 147993220 114324516 200407418 227579626 704918690 344268210 360706606 876297278 21623926 77573350 235537900 107608332 736703196 439624892 826160020 52929780 321107332 89117476 12425487 251476215 199252235 464576227 870564741 311803677 559018385 96731065 264309112 122235576 850326232 344502680 807330120 467645192 534646696 412653032 886054300 859120700 830847628 444354284 974005268 239076980 726849220 408323428 945201304 799071448 31120760 196042040 626015208 612151464 370974408 932690440 647830235 562756323 949710279 537112703 90658745 58486705 471200693 550390909 267882828 757173100 636771900 687296284 61888852 534708404 448499140 159535460 162652834 258001362 516735594 848588730 812701670 54238774 964056142 487464574 511267020 328262380 260438844 135018012 97221684 965799060 272197540 707713604 661593477 492131709 704417625 695038625 631497335 888800255 997600635 673671475 812114400 73460960 159933280 153483360 591719200 178336800 752038560 133208480 456848560 345706800 806649200 64133360 561963280 18530960 381384400 490379600 778193760 887990880 912372960 15468000 647332000 242487712 900091936 851383072 299900470 870325830 780245262 212285566 487038642 900797090 236029610 516596282 211615656 709174632 664207560 872549640 962746392 213366616 765702712 355820280 398075020 84332972 514597436 958262812 23505700 926679300 505714324 663784372 327568744 12473640 700109960 296346824 405607832 314221784 882333880 147206520 137052714 558369562 995852114 507321570 855570830 528581534 880053782 70282374 705299760 511249840 168367344 984693872 133958224 384603600 686096400 367734416 503505048 817249496 492653560 916582840 379475016 405332488 271324456 961167720 929088880 76232176 256809008 117958576 511201680 1691920 403045456 263060688 721317066 258312890 965857010 898217346 186630798 736721566 655820950 438156550 731155528 
1 154 11935 620620 24359335 769754986 398507129 251591520 313279340 639028120 116158356 186360944 812462980 451450360 599443580 713768096 914175514 141755140 846673830 190942040 551648646 427945924 449569850 527143200 762681100 870289432 606992628 46617520 872777540 925707320 246814652 335932128 348357615 599833830 799086065 263662292 134227033 446030710 5049095 101780160 366089272 488324848 338651080 683153760 490483880 958129072 492775768 905428800 791483100 650603800 481451428 925805712 899810980 138887960 865737180 274060608 219261912 18333360 49454120 245496160 871511368 483662832 854637240 787327680 435157915 997914238 947624517 484737220 575395965 633882670 105083363 655474272 923357100 680530200 317302100 4598384 66487236 601195640 49694780 209230240 371883074 629884436 146620030 995208760 807910430 862149204 826205346 313669920 824936940 153199320 413638164 548656176 645877860 611676920 883874460 591588064 253181541 745313250 449730875 144769500 776266835 665067090 662667725 336339200 148453600 221914560 381847840 535331200 127050400 305387200 57425760 190634240 647482800 993189600 799838800 863972160 425935440 444466400 825850800 316230400 94424160 982415040 894788000 910256000 557588000 800075712 700167648 551550720 851451190 721777020 502022282 714307848 201346490 102143580 338173190 854769472 66385128 775559760 439767320 312316960 275063352 488429968 254132680 609952960 8027980 92360952 606958388 565221200 588726900 515406200 21120524 684904896 12473640 24947280 725057240 21404064 427011896 741233680 623567560 770774080 907826794 466196356 462048470 969370040 824940870 353522404 233576186 303858560 9158320 520408160 688775504 673469376 807427600 192031200 878127600 245862016 749367064 566616560 59270120 975852960 355327976 760660464 31984920 993152640 922241520 998473696 255282704 373241280 884442960 886134880 289180336 552241024 273558090 531870980 497727990 395945336 582576134 319297700 975118650 413275200 144430728 
1 155 12090 632710 24992045 794747031 193254160 444845680 758125020 397153140 513311496 699672440 512135420 963585780 563029360 276797456 190972970 332728110 179401940 370343980 921992626 349938550 799508400 326651600 89332700 959622132 566614760 613232280 486009820 411717140 658531792 994463920 342821535 942655365 741741430 5403722 139630755 585661465 590710560 692490720 58579992 546904840 885555920 568709680 59193560 17322632 510098400 415527200 207010300 857614100 339065528 264871240 164682220 303570180 169307360 443367968 662629880 680963240 730417360 975913520 847424888 331087720 185724960 973052640 408210555 406124793 353749310 838486530 413882495 47765165 152848528 808322800 731679900 412210100 729512200 734110584 800597820 401793460 451488240 660718480 32601554 662485990 809106020 804314780 612225210 474374414 300579760 614249680 439186620 592385940 6024104 554680280 200558140 812235060 696109520 287697584 540879125 286192375 735923250 880692750 656959585 322026675 984694400 321033600 469487200 691401760 73249600 608580800 735631200 41018400 98444160 289078400 936561200 929750800 729589600 593561760 19497200 463963600 289814400 606044800 700468960 682884000 577672000 487928000 45516000 845591712 545759360 97310080 948761270 670538290 172560572 886868420 88214910 190358490 528531680 383301152 449686280 225246040 665013360 977330320 252393672 740823640 994956320 604909280 612937260 705298212 312256600 877477800 466204700 981610900 2731424 687636320 700109960 725057240 450114480 471518544 898530440 639764120 263331680 34105760 941932554 408128910 870177380 839547420 664488290 18010694 251586880 555445440 564603760 85011920 773787424 447256800 254684400 446715600 324843200 570705216 320072280 886688840 945958960 921811920 277139896 37800360 69785280 62937920 985179440 983653136 238935840 612177120 496620080 382754960 671935296 224176320 497734410 29605390 527333380 923278716 505854850 825152550 800271200 213546400 357977128 
1 156 12246 644956 25637001 820384032 13638192 458483872 216608892 613762032 127073528 826745968 338881388 302467168 865496528 142293984 333266954 665995064 845397004 215740984 137733610 487672160 287180560 613832160 703164860 662786992 229401752 842634032 328643852 740360992 398892784 393356704 736178239 678833604 420575034 425978756 565609511 151270976 741981536 434472256 493052248 39957088 925513008 494222688 553416248 570738880 80837280 496364480 703374780 560988880 900054408 164925648 329607868 633178048 802485408 245853376 908483256 589446496 319863856 295777376 143202264 474289984 660014944 633067584 41278139 447402932 801152242 639638772 53521267 101286432 254134960 62457760 794137660 206347760 935859960 669970544 470568364 872361824 323850064 984568544 17170098 679656088 488762108 293076888 905302098 379676512 680256272 294505952 733692572 326078512 332102616 886782896 87341036 899576096 595685616 883383200 424262325 710454700 446377950 327070700 984030285 306056960 290751360 611784960 81272160 772673920 845923520 454504320 190135520 231153920 329598080 618676480 555237680 484988480 214578080 808139840 827637040 291600640 581415040 187459840 887928800 570812800 148484800 636412800 681928800 527520512 73279872 170589952 119351222 789889512 962450084 849318504 937533414 127891904 656423584 39724736 489411016 714657056 379670416 357000736 609394408 350218048 345174368 950083648 563020908 268319120 580575720 458053520 924258220 905869120 908600544 596236864 296346824 21404064 471518544 943037088 841567528 481331648 744663328 778769088 720701642 128830552 999007932 838555352 503043642 521054336 772641216 328086656 892690416 977702336 751489760 198746560 453430960 900146560 224989760 795694976 115767256 2456096 948415056 870226976 147366872 185167232 254952512 317890432 303069872 286723008 525658848 137835968 634456048 17211008 689146304 913322624 411057034 440662424 967995804 891274520 397129370 222281920 22553120 236099520 594076648 
1 157 12403 657359 26294360 846678392 860316584 318800456 535409348 149171380 276244908 102990876 441872264 744339432 609835960 752129944 85396898 751391962 596788966 812529950 950263560 437935720 725116280 338948440 42113300 704900292 934302044 776936076 105579928 845940920 244833704 638190408 374368647 53202251 473777285 899756041 465365552 616636528 358618064 793090320 286142568 326099656 251612664 745835352 299251600 869990480 950827760 447192240 150567020 711555900 611610308 776535956 106143824 739321872 541807280 787660656 696143912 285590408 605454264 901231640 44433904 518723888 178738832 811806416 853084555 300487487 101639729 741278501 794799768 896086200 150221160 212678920 6816580 213164340 149024300 818994844 289563208 161925032 485775096 470343640 487513738 167169826 655931934 949008822 854310920 233987432 914243704 208749656 942442228 268520740 600623356 487406252 574747288 474323384 70009000 953392200 377654525 88109225 534487175 861557875 845588160 151645120 442396480 54181440 135453600 908127520 754051040 208555360 398690880 629844800 959442880 578119360 133357040 618345520 832923600 641063440 468700480 760301120 341716160 529176000 417104800 987917600 136402400 772815200 454744000 982264512 55544384 226134336 345485558 135375070 97825154 947143658 884677072 12568976 668992560 708717296 198128312 912785368 292455784 649456520 258850928 609068976 954243344 904326992 467347900 735667020 316242740 774296260 698554480 604423600 513024144 109261008 405607832 427011896 898530440 841567528 683135056 164466704 909130032 687899120 408600762 537431314 536439246 374994598 878038240 399092576 171733792 499820448 392510864 370213200 121702960 320449520 773880480 674027040 899016800 694711776 810479032 812935128 761350184 631577160 778944032 964111264 219063776 536954208 840024080 126747088 652405936 790241904 424697952 441908960 131055264 44377888 455434922 896097346 864093150 755367670 152497040 374778960 397332080 633431600 227508248 
1 158 12561 669920 26964280 873642672 733959256 52759712 588169060 737340440 13585348 116576224 558448488 302787920 912623880 664753824 750150722 501542684 98331650 910861600 861125160 299060880 24177160 363125600 405238900 110139192 44441236 821377312 926957240 772898160 17731864 655922272 30290919 83493170 557270455 457026496 922392048 539028576 897646640 690736960 976879528 302979184 554591848 300427200 599678800 469669280 420497040 867689280 18256300 729812200 341422508 117958464 224102288 963424160 505231440 292892096 989036008 274626416 880080680 781312320 825746224 344470112 523208944 335015360 188099915 488587402 590227131 331505632 126305400 22391600 172612760 385291680 392108260 605272600 754296900 573291744 862854952 24779984 510555080 980898720 468412458 635582284 291514218 240523040 94833960 328821392 243065096 451814752 394256980 662777720 263401076 750807328 325554616 799878000 869887000 823279200 200933725 289042950 823530125 685088000 530676160 682321280 124717760 178899200 314352800 222480320 976531360 185086720 583777600 213622400 173065280 751184640 884541680 502887200 335810800 976874240 445574720 205875840 547592000 76768000 493872800 481790400 618192800 391008000 845752000 828016512 883560896 109695232 455180790 590555860 688381014 635524672 520201744 532770720 201763280 910480576 108608888 21394256 313850040 963306560 222157488 831226464 785469808 689796800 157144700 892811720 209054460 983350720 681905200 286328800 799352944 908613952 314221784 741233680 639764120 481331648 164466704 328933408 238063440 925962560 334563322 871994636 408433882 783428480 661466720 60559296 232293088 732113536 124624400 494837600 616540560 936990080 710870560 384897600 283914400 978626176 789105208 602040336 363390520 994967680 773911712 738022976 957086752 494040960 334065040 460812128 113218064 903459968 328157920 770066880 901122144 945500032 400934954 297032300 161125450 916493120 68990160 443769120 841101200 474532800 702041048 
1 159 12720 682640 27646920 901289592 635248848 688008560 276177620 13518060 27103408 143679632 702128120 4916040 917539920 582293744 332444466 833987150 932318800 843180400 704305560 3366440 27543600 390669200 795908100 906047292 950488528 771865840 698823080 471721240 489453104 145375376 175666295 259159465 816429920 273456416 195848464 734877040 632523680 323260640 300140168 603119352 157711200 458138400 57817200 527486480 947983520 815672800 833929100 563741300 905163808 23122272 247224560 210648720 715880160 8772256 997808264 272434680 152515360 933827680 759573904 104044016 627252960 962268320 150368235 638955637 229182768 560688400 686993800 709385400 881998160 267289840 659398100 264670700 18967600 592259344 455114296 479894280 990449360 971348080 439760538 75342822 366857040 607380080 702214040 31035432 274100528 725915280 120172260 782949980 46351056 797158384 122713000 922591000 792478000 615757200 816690925 105733875 929264000 614352000 145028160 827349440 952067200 130966400 445319200 667799520 644330880 829417600 413195200 626817600 799882880 551067520 435609200 938496400 274307200 251181440 696756160 902632000 450224000 526992000 20864800 502655200 120848000 511856000 357608000 185624512 69185408 178880640 634061430 224617290 912998304 548522976 68724720 601495440 803258720 713739296 822348184 843742440 157592480 120899040 343056528 174282992 959752800 649549600 806694300 699506020 908560480 891911200 573816400 860145200 659498144 568112096 882333880 623567560 263331680 744663328 909130032 238063440 476126880 402089440 736652762 608647398 17081280 800509760 461976480 522535776 754828864 486942400 611566800 106404400 722944960 659935040 370805600 755703200 39617600 18243776 807348984 409389320 772779840 767747520 541659232 279682208 236768960 730809920 64874960 525687088 638905152 542365120 870523040 640589920 541712064 487212096 888147050 185179350 346304800 262797920 331788080 775557200 616658400 91191200 793232248 
1 160 12880 695520 28342440 929632032 564880880 252889440 529067060 542585120 569688528 713368160 415496280 420412320 337952240 920245984 252690450 86677600 18996400 862176800 566482360 569848800 597392400 988061600 783969700 690016992 640505520 412371360 111194440 582915680 72368784 217744160 393410455 652569920 468999840 742456256 938304720 673181760 305705440 628966080 929106248 532225600 689936800 148075200 205892400 733378880 681362400 497035200 330964300 894705600 799869408 822991680 70216240 280864960 996745120 5517376 3325640 275760320 428275680 362103360 121677264 225721280 852974240 815242560 965610795 604566432 833749200 394437600 81431400 790816800 672814960 940104800 599502900 864173600 883141200 475400544 930514840 410409120 400858480 372206560 811967098 887309920 254166960 861547040 563761080 594796512 868897040 594812320 714984580 497934560 544285616 341444000 464157000 386748000 179226000 794983200 611674125 717408000 646672000 261024000 406052160 233401600 185468800 316435200 761754400 429553920 73884800 903302400 316497600 943315200 743198080 294265600 729874800 668371200 942678400 193859840 890616000 793248000 243472000 770464000 791328800 293984000 414832000 926688000 284296000 469920512 539105920 717986560 352047990 576665280 489663584 38186560 106911280 708406720 511665440 225404736 47752920 891495360 49087840 169986880 513043408 687326400 647079200 296628800 103323100 802829120 711389600 603300800 177117200 37262400 696760544 264872640 147206520 770774080 34105760 778769088 687899120 925962560 402089440 804178880 540831642 149479040 166560320 967070080 429046560 951582336 706411200 193353600 804920400 911324800 634269760 294204800 665010400 420713600 460331200 478574976 285923960 695313280 468093120 235840640 777499872 57182080 293951040 24760960 89635920 615323008 254228160 796593280 667116320 307706240 849418304 336630400 224777450 409956800 756261600 19059520 350847600 126404800 743063200 834254400 627486648 
1 161 13041 708561 29051001 958683033 523563913 776453353 305520413 848105533 417794061 131162221 546658501 967070821 305023061 225269045 477959495 564637095 583633495 445810295 12292655 582141455 179533855 167595455 951565155 641582147 282087667 694459027 805653467 388569147 460937931 678682091 72092546 724662466 193662306 936118562 874423282 547605042 853310482 482276562 411382810 943608410 633545210 781620410 987512810 720891690 402254090 899289290 230253590 124959190 924828598 747820278 818036518 98901478 95646598 101163974 104489614 380249934 808525614 170628974 292306238 518027518 371001758 186244318 151855113 756421545 590170745 984608345 66039745 856856545 529671505 469776305 69279205 933452805 816594005 291994549 222509389 632918509 33776989 405983549 217950647 105260567 359427527 220974567 784735647 379532159 248429199 843241519 558226099 56160659 600446275 941890275 406047275 792795275 972021275 767004475 378678600 96086600 742758600 3782600 409834760 643236360 828705160 145140360 906894760 336448680 410333480 313635880 630133480 573448680 316646760 610912360 340787160 9158360 951836760 145696600 36312600 829560600 73032600 843496600 634825400 928809400 343641400 270329400 554625400 24545912 563651832 281638392 633686382 210351662 700015246 738201806 845113086 553519806 65185246 290589982 338342902 229838262 278926102 448912982 961956390 649282790 296361990 592990790 696313890 499143010 210532610 813833410 990950610 28213010 724973554 989846194 137052714 907826794 941932554 720701642 408600762 334563322 736652762 540831642 81663284 231142324 397702644 364772724 793819284 745401620 451812820 645166420 450086820 361411620 995681380 289886180 954896580 375610180 835941380 314516356 600440316 295753596 763846716 999687356 777187228 834369308 128320348 153081308 242717228 858040236 112268396 908861676 575977996 883684236 733102540 69732940 294510390 704467190 460728790 479788310 830635910 957040710 700103910 534358310 161844958 
1 162 13203 721764 29772765 988455798 512019711 288473064 593993477 442099010 859893071 991055292 537713793 504784614 809807675 35076720 513036215 77673310 661306805 107117100 119409755 701551210 881085065 48680520 245675 641827822 923915489 618374516 424027983 812597130 273535061 952217152 24309698 748972164 942634470 878753032 753176314 300781356 154091838 636368400 47751210 991359620 624904830 406525240 394038050 114929740 517183830 416473120 646726710 771685900 696514498 444334776 262371294 361272772 456919370 558083344 662572958 42822892 851348506 21977480 314283718 832311236 203312994 389557312 541412425 297833970 888004715 872613060 938652805 795509350 325180855 794957160 864236365 797689170 614283175 906277724 128787113 761705622 795482611 201466160 419416807 524677374 884104901 105079468 889815115 269347274 517776473 361017992 919244091 975404750 575851025 517741300 923788575 716583850 688605125 455609600 834288200 930374800 673133400 676916000 86750760 729987120 558692280 703832640 610727400 947176080 357509560 671145440 301278920 874727600 191374360 802286720 143073880 152232240 104069000 249765600 286078200 115638800 188671400 32168000 666993400 595802800 939444200 209773600 764399000 788944912 352596744 634235136 267921518 478273180 178288426 916490232 761603318 315123124 380308370 670898352 9241254 239079516 518005618 966918600 928874990 578157780 874519770 467510560 163824450 662967460 873500070 687333480 678284090 706497100 431470654 421316848 558369562 466196356 408128910 128830552 537431314 871994636 608647398 149479040 231142324 462284648 859987292 224760016 18579300 763980920 215793740 860960160 311046980 672458600 668139980 958026160 912922740 288532920 124474300 438990656 39430972 335184568 99031284 98718640 875905868 710275176 838595524 991676832 234394060 92434296 204702692 113564368 689542364 573226600 306329140 376062080 670572470 375039660 835768450 315556760 146192670 103233380 803337290 337695600 499540558 
